,dpdp_id_1,dpdp_id_2,University,AcademicUnit,NameRaw,AcademicRank,HD,HDSchool,HDYear,NoPPubGrad,FirstPPubYearRel,TotalPPub,TotalYearPhD,TotalPPubYearEnd,YearAvgPPubStartGrad,YearAvgPPubEndPhD,TotalWorkingPaper,TotalWorkInProgress,TotalOtherPub,TotalBook,Notes,Rank_HDSchool_2005,Rank_HDSchool_Cand_2005,Rank_HDSchool_Score_2005,Rank_HDSchool_2024,Rank_HDSchool_Cand_2024,Rank_HDSchool_Score_2024,RepecRank,RankSource,NameBertNer,NameSpacyNer,FacNameCleanNER,NerNameBool,title_parsed,first_parsed,middle_parsed,last_parsed,suffix_parsed,nickname_parsed,Gender,GenderBinary,__name,asian,hispanic,nh_black,nh_white,race,RaceBinary
58,60,60,Simon Fraser University,Economics,Marie Rekkas,Associate Professor,PhD,University of Toronto,2002.0,0.0,3.0,19.0,5.0,2018.0,,,,,,,,52.0,University of Toronto,100.0,58.0,University of Toronto,100.0,52.0,closest_use_2005,"['Marie Rekkas', [{'entity': 'B-PER', 'score': 0.999199, 'index': 1, 'word': 'Marie', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9994461, 'index': 2, 'word': 'Re', 'start': 6, 'end': 8}, {'entity': 'I-PER', 'score': 0.98414165, 'index': 3, 'word': '##kka', 'start': 8, 'end': 11}, {'entity': 'I-PER', 'score': 0.9724024, 'index': 4, 'word': '##s', 'start': 11, 'end': 12}], 'Marie Rekkas']","[['Marie Rekkas', 'PERSON']]",Marie Rekkas,True,,Marie,,Rekkas,,,Female,1,Marie Rekkas,0.005011278,0.047388013,0.21878417,0.72881657,nh_white,1
59,61,61,Simon Fraser University,Economics,Arthur Robson,Professor,PhD,Massachusetts Institute of Technology,1974.0,0.0,2.0,78.0,4.0,2024.0,,,1.0,,,1.0,,8.0,Massachusetts Institute of Technology,100.0,4.0,Massachusetts Institute of Technology (MIT),95.0,8.0,closest_use_2005,"['Arthur Robson', [{'entity': 'B-PER', 'score': 0.9992531, 'index': 1, 'word': 'Arthur', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9989247, 'index': 2, 'word': 'Robson', 'start': 7, 'end': 13}], 'Arthur Robson']","[['Arthur Robson', 'PERSON']]",Arthur Robson,True,,Arthur,,Robson,,,Male,0,Arthur Robson,0.001735907,0.0036857077,0.33736312,0.6572152,nh_white,1
60,62,62,Simon Fraser University,Economics,Martin Santamaria,Senior Lecturer,PhD,University of Chicago,,,,,,,,,,,,,,13.0,University of Chicago,100.0,6.0,University of Chicago,100.0,9.5,both,"['Martin Santamaria', [{'entity': 'B-PER', 'score': 0.99888533, 'index': 1, 'word': 'Martin', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.99904543, 'index': 2, 'word': 'Santa', 'start': 7, 'end': 12}, {'entity': 'I-PER', 'score': 0.9935934, 'index': 3, 'word': '##mar', 'start': 12, 'end': 15}, {'entity': 'I-PER', 'score': 0.93065894, 'index': 4, 'word': '##ia', 'start': 15, 'end': 17}], 'Martin Santamaria']","[['Martin Santamaria', 'PERSON']]",Martin Santamaria,True,,Martin,,Santamaria,,,Male,0,Martin Santamaria,0.03413707,0.44024214,0.2279014,0.29771942,hispanic,0
61,63,63,Simon Fraser University,Economics,Nicolas Schmitt,Professor,PhD,University of Toronto,,,,,,,,,,,,,,52.0,University of Toronto,100.0,58.0,University of Toronto,100.0,55.0,both,"['Nicolas Schmitt', [{'entity': 'B-PER', 'score': 0.9992499, 'index': 1, 'word': 'Nicolas', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.99933237, 'index': 2, 'word': 'Sc', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.97347194, 'index': 3, 'word': '##hm', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.9676362, 'index': 4, 'word': '##itt', 'start': 12, 'end': 15}], 'Nicolas Schmitt']","[['Nicolas Schmitt', 'PERSON']]",Nicolas Schmitt,True,,Nicolas,,Schmitt,,,Male,0,Nicolas Schmitt,0.0018588786,0.010647136,0.9463187,0.04117532,nh_black,0
62,64,64,Simon Fraser University,Economics,Kevin Schnepel,Associate Professor,PhD,"University of California, Santa Barbara",2013.0,1.0,-4.0,11.0,5.0,2024.0,,,4.0,5.0,,,first4 pub 4 years before phd then 6 years gap ,10.0,University of California,90.0,111.0,University of California-Santa Barbara (UCSB),95.0,10.0,closest_use_2005,"['Kevin Schnepel', [{'entity': 'B-PER', 'score': 0.9993729, 'index': 1, 'word': 'Kevin', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.99947685, 'index': 2, 'word': 'Sc', 'start': 6, 'end': 8}, {'entity': 'I-PER', 'score': 0.9886467, 'index': 3, 'word': '##hn', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.94568735, 'index': 4, 'word': '##ep', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.91727394, 'index': 5, 'word': '##el', 'start': 12, 'end': 14}], 'Kevin Schnepel']","[['Kevin Schnepel', 'PERSON']]",Kevin Schnepel,True,,Kevin,,Schnepel,,,Male,0,Kevin Schnepel,0.019991837,0.038782272,0.26311627,0.67810965,nh_white,1
63,65,65,Simon Fraser University,Economics,Xiaoting Sun,Assistant Professor,PhD,"University of California, Los Angeles",2019.0,3.0,-5.0,4.0,4.0,2024.0,,,2.0,,,,same here,10.0,University of California,90.0,47.0,University of California-Los Angeles (UCLA),95.0,47.0,closest_use_2024,"['Xiaoting Sun', [{'entity': 'B-PER', 'score': 0.9081617, 'index': 1, 'word': 'Xiao', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.3008448, 'index': 2, 'word': '##ting', 'start': 4, 'end': 8}, {'entity': 'I-PER', 'score': 0.4780609, 'index': 3, 'word': 'Sun', 'start': 9, 'end': 12}], 'Xiaoting Sun']",[],Xiaoting Sun,True,,Xiaoting,,Sun,,,Female,1,Xiaoting Sun,0.9485344,0.0033413686,0.0103570605,0.037767142,asian,0
64,66,66,Simon Fraser University,Economics,Simon Woodcock,Associate Professor,PhD,Cornell University,2003.0,0.0,5.0,10.0,1.0,,,,4.0,5.0,3.0,,presentation organied per paper,91.0,Cornell University,100.0,56.0,Cornell University,100.0,91.0,closest_use_2005,"['Simon Woodcock', [{'entity': 'B-PER', 'score': 0.99911124, 'index': 1, 'word': 'Simon', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9995167, 'index': 2, 'word': 'Wood', 'start': 6, 'end': 10}, {'entity': 'I-PER', 'score': 0.9972475, 'index': 3, 'word': '##cock', 'start': 10, 'end': 14}], 'Simon Woodcock']","[['Simon Woodcock', 'PERSON']]",Simon Woodcock,True,,Simon,,Woodcock,,,Male,0,Simon Woodcock,0.018683597,0.01594126,0.8800629,0.08531224,nh_black,0
65,67,67,University of British Columbia,Economics,Amartya Lahiri,Professor,PhD,Maryland at College Park,1995.0,0.0,1.0,36.0,5.0,2023.0,1.090909091,1.285714286,9.0,,4.0,,,,,,,,,,,"['Amartya Lahiri', [{'entity': 'B-PER', 'score': 0.99638003, 'index': 1, 'word': 'Amar', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.9853668, 'index': 2, 'word': '##ty', 'start': 4, 'end': 6}, {'entity': 'I-PER', 'score': 0.9758276, 'index': 3, 'word': '##a', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.99885964, 'index': 4, 'word': 'La', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.95482105, 'index': 5, 'word': '##hir', 'start': 10, 'end': 13}, {'entity': 'I-PER', 'score': 0.43546852, 'index': 6, 'word': '##i', 'start': 13, 'end': 14}], 'Amartya Lahiri']","[['Amartya Lahiri', 'PERSON']]",Amartya Lahiri,True,,Amartya,,Lahiri,,,Male,0,Amartya Lahiri,0.07913912,0.70903325,0.09810005,0.11372753,hispanic,0
66,68,68,University of British Columbia,Economics,Brian R Copeland,Professor,PhD,Stanford,1987.0,0.0,2.0,31.0,7.0,2022.0,0.738095238,0.885714286,0.0,,5.0,2.0,,9.0,Stanford University,90.0,12.0,Stanford University,90.0,9.0,closest_use_2005,"['Brian R Copeland', [{'entity': 'B-PER', 'score': 0.9986021, 'index': 1, 'word': 'Brian', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.97521555, 'index': 2, 'word': 'R', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.99853086, 'index': 3, 'word': 'Cope', 'start': 8, 'end': 12}, {'entity': 'I-PER', 'score': 0.9839618, 'index': 4, 'word': '##land', 'start': 12, 'end': 16}], 'Brian R Copeland']","[['Brian R Copeland', 'PERSON']]",Brian R Copeland,True,,Brian,R,Copeland,,,Male,0,Brian Copeland,0.004620095,0.02990122,0.075687215,0.8897915,nh_white,1
67,69,69,University of British Columbia,Economics,Claudio Ferraz,Professor,PhD,Berkeley,2006.0,0.0,2.0,6.0,9.0,2023.0,0.230769231,0.352941176,7.0,9.0,,,,10.0,Berkeley,100.0,8.0,University of California-Berkeley,90.0,10.0,closest_use_2005,"['Claudio Ferraz', [{'entity': 'B-PER', 'score': 0.9987564, 'index': 1, 'word': 'Claudio', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.9992792, 'index': 2, 'word': 'Fe', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.9947119, 'index': 3, 'word': '##rra', 'start': 10, 'end': 13}, {'entity': 'I-PER', 'score': 0.9848748, 'index': 4, 'word': '##z', 'start': 13, 'end': 14}], 'Claudio Ferraz']","[['Claudio Ferraz', 'PERSON']]",Claudio Ferraz,True,,Claudio,,Ferraz,,,Male,0,Claudio Ferraz,0.031056568,0.73264205,0.06241703,0.17388436,hispanic,0
68,70,70,University of British Columbia,Economics,David Green,Professor,PhD,Stanford,1990.0,1.0,0.0,54.0,6.0,2023.0,1.384615385,1.636363636,4.0,,,4.0,,9.0,Stanford University,90.0,12.0,Stanford University,90.0,9.0,closest_use_2005,"['David Green', [{'entity': 'B-PER', 'score': 0.99889094, 'index': 1, 'word': 'David', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.99808204, 'index': 2, 'word': 'Green', 'start': 6, 'end': 11}], 'David Green']","[['David Green', 'PERSON']]",David Green,True,,David,,Green,,,Male,0,David Green,0.018342134,0.016920157,0.049458385,0.9152793,nh_white,1
69,71,71,University of British Columbia,Economics,Erik Snowberg,Canada Excellence Research Chair,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,"['Erik Snowberg', [{'entity': 'B-PER', 'score': 0.9990195, 'index': 1, 'word': 'Erik', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.99913317, 'index': 2, 'word': 'Snow', 'start': 5, 'end': 9}, {'entity': 'I-PER', 'score': 0.99503857, 'index': 3, 'word': '##berg', 'start': 9, 'end': 13}], 'Erik Snowberg']","[['Erik Snowberg', 'PERSON']]",Erik Snowberg,True,,Erik,,Snowberg,,,Male,0,Erik Snowberg,0.0011206585,0.024745207,0.011741047,0.9623931,nh_white,1
70,72,72,University of British Columbia,Economics,Felipe Valencia Caicedo,Assistant Professor,PhD,Universitat Pompeu Fabra,2015.0,0.0,7.0,4.0,4.0,2022.0,0.363636364,0.571428571,10.0,,,,,47.0,Universitat Pompeu Fabra,100.0,77.0,"Universitat Pompeu Fabra, Barcelona School of Economics (BSE)",90.0,77.0,closest_use_2024,"['Felipe Valencia Caicedo', [{'entity': 'B-PER', 'score': 0.9981668, 'index': 1, 'word': 'Felipe', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9990633, 'index': 2, 'word': 'Valencia', 'start': 7, 'end': 15}, {'entity': 'I-PER', 'score': 0.90893376, 'index': 3, 'word': 'C', 'start': 16, 'end': 17}, {'entity': 'I-PER', 'score': 0.46692726, 'index': 4, 'word': '##aic', 'start': 17, 'end': 20}, {'entity': 'I-PER', 'score': 0.6211513, 'index': 5, 'word': '##ed', 'start': 20, 'end': 22}, {'entity': 'I-PER', 'score': 0.92981696, 'index': 6, 'word': '##o', 'start': 22, 'end': 23}], 'Felipe Valencia Caicedo']","[['Valencia Caicedo', 'PERSON']]",Felipe Valencia Caicedo,True,,Felipe,Valencia,Caicedo,,,Male,0,Felipe Caicedo,0.06734688,0.74321127,0.09185857,0.09758331,hispanic,0
71,73,73,University of British Columbia,Economics,Florian Hoffmann,Associate Professor,PhD,Toronto,2010.0,2.0,-1.0,8.0,,2021.0,,0.727272727,2.0,8.0,,,,52.0,University of Toronto,90.0,58.0,University of Toronto,90.0,52.0,closest_use_2005,"['Florian Hoffmann', [{'entity': 'B-PER', 'score': 0.9972053, 'index': 1, 'word': 'F', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.8890731, 'index': 2, 'word': '##lor', 'start': 1, 'end': 4}, {'entity': 'I-PER', 'score': 0.84093183, 'index': 3, 'word': '##ian', 'start': 4, 'end': 7}, {'entity': 'I-PER', 'score': 0.9993092, 'index': 4, 'word': 'Hoffmann', 'start': 8, 'end': 16}], 'Florian Hoffmann']","[['Florian Hoffmann', 'PERSON']]",Florian Hoffmann,True,,Florian,,Hoffmann,,,Male,0,Florian Hoffmann,0.050849482,0.19688047,0.08479615,0.66747385,nh_white,1
72,74,74,University of British Columbia,Economics,Giovanni Gallipoli,Professor,PhD,University College London,2007.0,0.0,5.0,17.0,,2024.0,,1,12.0,,,,,85.0,"University College London, University of London",90.0,34.0,University College London (UCL),95.0,85.0,closest_use_2005,"['Giovanni Gallipoli', [{'entity': 'B-PER', 'score': 0.99788046, 'index': 1, 'word': 'Giovanni', 'start': 0, 'end': 8}, {'entity': 'I-PER', 'score': 0.9978259, 'index': 2, 'word': 'G', 'start': 9, 'end': 10}, {'entity': 'I-PER', 'score': 0.9565195, 'index': 3, 'word': '##all', 'start': 10, 'end': 13}, {'entity': 'I-PER', 'score': 0.9399685, 'index': 4, 'word': '##ip', 'start': 13, 'end': 15}, {'entity': 'I-PER', 'score': 0.9172176, 'index': 5, 'word': '##oli', 'start': 15, 'end': 18}], 'Giovanni Gallipoli']","[['Giovanni Gallipoli', 'PERSON']]",Giovanni Gallipoli,True,,Giovanni,,Gallipoli,,,Male,0,Giovanni Gallipoli,0.020961974,0.24374312,0.0163603,0.7189346,nh_white,1
73,75,75,University of British Columbia,Economics,Gorkem Bostanci,Assistant Professor,PhD,Penn,2021.0,1.0,-1.0,2.0,6.0,2023.0,0.25,1,1.0,3.0,,,,26.0,University of Pennsylvania,90.0,25.0,University of Pennsylvania,90.0,25.0,closest_use_2024,"['Gorkem Bostanci', [{'entity': 'B-PER', 'score': 0.9712179, 'index': 1, 'word': 'Go', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.23737034, 'index': 2, 'word': '##rk', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.4091776, 'index': 3, 'word': '##em', 'start': 4, 'end': 6}, {'entity': 'I-PER', 'score': 0.9842981, 'index': 4, 'word': 'Bo', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.6150975, 'index': 5, 'word': '##stan', 'start': 9, 'end': 13}, {'entity': 'I-PER', 'score': 0.34053817, 'index': 6, 'word': '##ci', 'start': 13, 'end': 15}], 'Gorkem Bostanci']",[],Gorkem Bostanci,True,,Gorkem,,Bostanci,,,Male,0,Gorkem Bostanci,0.003653571,0.008144972,0.0231696,0.96503186,nh_white,1
74,76,76,University of British Columbia,Economics,Heather Sarsons,Associate Professor,PhD,Harvard,2018.0,1.0,-3.0,4.0,4.0,2022.0,0.5,1,3.0,,3.0,,,7.0,Harvard University,90.0,2.0,Harvard University,90.0,2.0,closest_use_2024,"['Heather Sarsons', [{'entity': 'B-PER', 'score': 0.9988826, 'index': 1, 'word': 'Heather', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.9993862, 'index': 2, 'word': 'Sa', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.98464864, 'index': 3, 'word': '##rson', 'start': 10, 'end': 14}, {'entity': 'I-PER', 'score': 0.9502436, 'index': 4, 'word': '##s', 'start': 14, 'end': 15}], 'Heather Sarsons']",[],Heather Sarsons,True,,Heather,,Sarsons,,,Female,1,Heather Sarsons,0.006160748,0.005872354,0.43225735,0.55570954,nh_white,1
75,77,77,University of British Columbia,Economics,Henry Siu,Professor,PhD,Northwestern,2002.0,0.0,2.0,15.0,,2020.0,,0.833333333,,,6.0,,,22.0,Northwestern University,90.0,39.0,Northwestern University,90.0,22.0,closest_use_2005,"['Henry Siu', [{'entity': 'B-PER', 'score': 0.9991912, 'index': 1, 'word': 'Henry', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9992743, 'index': 2, 'word': 'Si', 'start': 6, 'end': 8}, {'entity': 'I-PER', 'score': 0.9873978, 'index': 3, 'word': '##u', 'start': 8, 'end': 9}], 'Henry Siu']","[['Henry Siu', 'PERSON']]",Henry Siu,True,,Henry,,Siu,,,Male,0,Henry Siu,0.4753958,0.03675061,0.19462149,0.2932321,asian,0
76,78,78,University of British Columbia,Economics,Hiro Kasahara,Professor,PhD,Wisconsin,2002.0,0.0,6.0,22.0,,2024.0,,1,,7.0,,,,30.0,University of Wisconsin,90.0,52.0,University of Wisconsin-Madison,90.0,30.0,closest_use_2005,"['Hiro Kasahara', [{'entity': 'B-PER', 'score': 0.99795806, 'index': 1, 'word': 'Hi', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.8682666, 'index': 2, 'word': '##ro', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.9993187, 'index': 3, 'word': 'Ka', 'start': 5, 'end': 7}, {'entity': 'I-PER', 'score': 0.9884636, 'index': 4, 'word': '##sa', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.9585299, 'index': 5, 'word': '##hara', 'start': 9, 'end': 13}], 'Hiro Kasahara']","[['Hiro Kasahara', 'PERSON']]",Hiro Kasahara,True,,Hiro,,Kasahara,,,Female,1,Hiro Kasahara,0.209427,0.41200876,0.09097945,0.2875848,hispanic,0
77,79,79,University of British Columbia,Economics,Jamie McCasland,Assistant Professor,PhD,Berkeley,2015.0,0.0,6.0,5.0,6.0,2023.0,0.357142857,0.625,4.0,5.0,,,,10.0,Berkeley,100.0,8.0,University of California-Berkeley,90.0,8.0,closest_use_2024,"['Jamie McCasland', [{'entity': 'B-PER', 'score': 0.9994117, 'index': 1, 'word': 'Jamie', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9992409, 'index': 2, 'word': 'M', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.9627014, 'index': 3, 'word': '##c', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.9924401, 'index': 4, 'word': '##C', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.73860306, 'index': 5, 'word': '##as', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.8390755, 'index': 6, 'word': '##land', 'start': 11, 'end': 15}], 'Jamie McCasland']","[['Jamie McCasland', 'PERSON']]",Jamie McCasland,True,,Jamie,,McCasland,,,Female,1,Jamie Mccasland,0.010885131,0.0110642575,0.7932405,0.18481015,nh_black,0
78,80,80,University of British Columbia,Economics,Jesse Perla,Associate Professor,PhD,New York University,2013.0,0.0,1.0,5.0,,2021.0,,0.625,5.0,4.0,,2.0,online textbooks,4.0,New York University,100.0,18.0,New York University (NYU),95.0,4.0,closest_use_2005,"['Jesse Perla', [{'entity': 'B-PER', 'score': 0.99824274, 'index': 1, 'word': 'Jesse', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9991326, 'index': 2, 'word': 'Per', 'start': 6, 'end': 9}, {'entity': 'I-PER', 'score': 0.98199606, 'index': 3, 'word': '##la', 'start': 9, 'end': 11}], 'Jesse Perla']","[['Jesse Perla', 'PERSON']]",Jesse Perla,True,,Jesse,,Perla,,,Male,0,Jesse Perla,0.0041959104,0.10693759,0.09957103,0.7892955,nh_white,1
79,81,81,University of British Columbia,Economics,Katherine Wagner,Assistant Professor,PhD,Yale,2020.0,1.0,-4.0,5.0,5.0,2023.0,0.625,1.666666667,2.0,,,,,14.0,Yale University,90.0,23.0,Yale University,90.0,23.0,closest_use_2024,"['Katherine Wagner', [{'entity': 'B-PER', 'score': 0.9981002, 'index': 1, 'word': 'Katherine', 'start': 0, 'end': 9}, {'entity': 'I-PER', 'score': 0.9952407, 'index': 2, 'word': 'Wagner', 'start': 10, 'end': 16}], 'Katherine Wagner']","[['Katherine Wagner', 'PERSON']]",Katherine Wagner,True,,Katherine,,Wagner,,,Female,1,Katherine Wagner,0.02027719,0.044136934,0.050422847,0.88516295,nh_white,1
80,82,82,University of British Columbia,Economics,Kevin Milligan,"Professor | Director, Vancouver School of Economics",PhD,Toronto,2001.0,0.0,1.0,38.0,5.0,2021.0,1.52,1.9,11.0,,42.0,,,52.0,University of Toronto,90.0,58.0,University of Toronto,90.0,52.0,closest_use_2005,"['Kevin Milligan', [{'entity': 'B-PER', 'score': 0.9992568, 'index': 1, 'word': 'Kevin', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.99947387, 'index': 2, 'word': 'Mill', 'start': 6, 'end': 10}, {'entity': 'I-PER', 'score': 0.99559194, 'index': 3, 'word': '##igan', 'start': 10, 'end': 14}], 'Kevin Milligan']","[['Kevin Milligan', 'PERSON']]",Kevin Milligan,True,,Kevin,,Milligan,,,Male,0,Kevin Milligan,0.003907698,0.021609815,0.016382897,0.95809954,nh_white,1
81,83,83,University of British Columbia,Economics,Kevin Song,Professor,PhD,Yale,2005.0,0.0,1.0,25.0,3.0,2022.0,1.25,1.470588235,6.0,,,,,14.0,Yale University,90.0,23.0,Yale University,90.0,14.0,closest_use_2005,"['Kevin Song', [{'entity': 'B-PER', 'score': 0.9987375, 'index': 1, 'word': 'Kevin', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.99787676, 'index': 2, 'word': 'Song', 'start': 6, 'end': 10}], 'Kevin Song']","[['Kevin Song', 'PERSON']]",Kevin Song,True,,Kevin,,Song,,,Male,0,Kevin Song,0.8142213,0.01386508,0.019140178,0.15277344,asian,0
82,84,84,University of British Columbia,Economics,Li Hao,Professor,PhD,Chicago,1995.0,0.0,3.0,20.0,7.0,2012.0,0.833333333,1.176470588,7.0,9.0,1.0,,,13.0,University of Chicago,90.0,6.0,University of Chicago,90.0,13.0,closest_use_2005,"['Li Hao', [{'entity': 'B-PER', 'score': 0.98098195, 'index': 1, 'word': 'Li', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.9835919, 'index': 2, 'word': 'Ha', 'start': 3, 'end': 5}, {'entity': 'I-PER', 'score': 0.6274336, 'index': 3, 'word': '##o', 'start': 5, 'end': 6}], 'Li Hao']","[['Li Hao', 'PERSON']]",Li Hao,True,,Li,,Hao,,,Male,0,Li Hao,0.99742967,0.00032489924,0.0004507567,0.0017947074,asian,0
83,85,85,University of British Columbia,Economics,Marit Rehavi,Associate Professor,PhD,Berkeley,2008.0,1.0,-4.0,9.0,5.0,2021.0,0.5,0.692307692,,4.0,,,interesting paper,10.0,Berkeley,100.0,8.0,University of California-Berkeley,90.0,10.0,closest_use_2005,"['Marit Rehavi', [{'entity': 'B-PER', 'score': 0.99404824, 'index': 1, 'word': 'Mari', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.8220125, 'index': 2, 'word': '##t', 'start': 4, 'end': 5}, {'entity': 'I-PER', 'score': 0.9990441, 'index': 3, 'word': 'Re', 'start': 6, 'end': 8}, {'entity': 'I-PER', 'score': 0.9202216, 'index': 4, 'word': '##ha', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.8927839, 'index': 5, 'word': '##vi', 'start': 10, 'end': 12}], 'Marit Rehavi']",[],Marit Rehavi,True,,Marit,,Rehavi,,,Female,1,Marit Rehavi,0.3231926,0.33116326,0.119973466,0.22567059,hispanic,0
84,86,86,University of British Columbia,Economics,Matt Lowe,Assistant Professor,PhD,Massachusetts Institute of Technology,2018.0,1.0,0.0,3.0,6.0,2024.0,0.25,0.5,8.0,3.0,,,,8.0,Massachusetts Institute of Technology,100.0,4.0,Massachusetts Institute of Technology (MIT),95.0,4.0,closest_use_2024,"['Matt Lowe', [{'entity': 'B-PER', 'score': 0.99866676, 'index': 1, 'word': 'Matt', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.99908817, 'index': 2, 'word': 'Lowe', 'start': 5, 'end': 9}], 'Matt Lowe']","[['Matt Lowe', 'PERSON']]",Matt Lowe,True,,Matt,,Lowe,,,Male,0,Matt Lowe,0.0057479837,0.009786008,0.239151,0.74531496,nh_white,1
85,87,87,University of British Columbia,Economics,Mauricio Drelichman,Professor | Director of Undergraduate Studies (Faculty and Academic),PhD,Northwestern,2003.0,0.0,2.0,12.0,5.0,2021.0,0.52173913,0.666666667,,4.0,1.0,1.0,,22.0,Northwestern University,90.0,39.0,Northwestern University,90.0,22.0,closest_use_2005,"['Mauricio Drelichman', [{'entity': 'B-PER', 'score': 0.9986481, 'index': 1, 'word': 'Ma', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.95077866, 'index': 2, 'word': '##uri', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.92624456, 'index': 3, 'word': '##cio', 'start': 5, 'end': 8}, {'entity': 'I-PER', 'score': 0.9992279, 'index': 4, 'word': 'Dr', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.99617237, 'index': 5, 'word': '##eli', 'start': 11, 'end': 14}, {'entity': 'I-PER', 'score': 0.978754, 'index': 6, 'word': '##ch', 'start': 14, 'end': 16}, {'entity': 'I-PER', 'score': 0.9785606, 'index': 7, 'word': '##man', 'start': 16, 'end': 19}], 'Mauricio Drelichman']","[['Mauricio Drelichman', 'PERSON']]",Mauricio Drelichman,True,,Mauricio,,Drelichman,,,Male,0,Mauricio Drelichman,0.075508706,0.1403297,0.020384492,0.7637771,nh_white,1
86,88,88,University of British Columbia,Economics,Michael Devereux,Professor (on leave),PhD,Queens University,1985.0,0.0,2.0,135.0,5.0,2024.0,3.068181818,3.461538462,2.0,3.0,,,,,,,98.0,Queen's University,97.0,98.0,closest_use_2024,"['Michael Devereux', [{'entity': 'B-PER', 'score': 0.9992895, 'index': 1, 'word': 'Michael', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.99943095, 'index': 2, 'word': 'Dev', 'start': 8, 'end': 11}, {'entity': 'I-PER', 'score': 0.98258936, 'index': 3, 'word': '##ere', 'start': 11, 'end': 14}, {'entity': 'I-PER', 'score': 0.99239105, 'index': 4, 'word': '##ux', 'start': 14, 'end': 16}], 'Michael Devereux']","[['Michael Devereux', 'PERSON']]",Michael Devereux,True,,Michael,,Devereux,,,Male,0,Michael Devereux,0.002928656,0.00990207,0.7484732,0.23869604,nh_black,0
87,89,89,University of British Columbia,Economics,Michael Peters,Professor,PhD,Queens University,1980.0,0.0,1.0,38.0,3.0,2013.0,1.055555556,1.151515152,3.0,,2.0,,,,,,98.0,Queen's University,97.0,98.0,closest_use_2024,"['Michael Peters', [{'entity': 'B-PER', 'score': 0.9990877, 'index': 1, 'word': 'Michael', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.99860543, 'index': 2, 'word': 'Peters', 'start': 8, 'end': 14}], 'Michael Peters']","[['Michael Peters', 'PERSON']]",Michael Peters,True,,Michael,,Peters,,,Male,0,Michael Peters,0.0067845215,0.024698995,0.22863808,0.7398784,nh_white,1
