dpdp_id_1,dpdp_id_2,University,AcademicUnit,NameRaw,AcademicRank,HD,HDSchool,HDYear,NoPPubGrad,FirstPPubYearRel,TotalPPub,TotalYearPhD,TotalPPubYearEnd,YearAvgPPubStartGrad,YearAvgPPubEndPhD,TotalWorkingPaper,TotalWorkInProgress,TotalOtherPub,TotalBook,Notes,Rank_HDSchool_2005,Rank_HDSchool_Cand_2005,Rank_HDSchool_Score_2005,Rank_HDSchool_2024,Rank_HDSchool_Cand_2024,Rank_HDSchool_Score_2024,RepecRank,RankSource,NameBertNer,NameSpacyNer,FacNameCleanNER,NerNameBool,title_parsed,first_parsed,middle_parsed,last_parsed,suffix_parsed,nickname_parsed
71,71,University of British Columbia,Economics,Erik Snowberg,Canada Excellence Research Chair,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,"['Erik Snowberg', [{'entity': 'B-PER', 'score': 0.9990195, 'index': 1, 'word': 'Erik', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.99913317, 'index': 2, 'word': 'Snow', 'start': 5, 'end': 9}, {'entity': 'I-PER', 'score': 0.99503857, 'index': 3, 'word': '##berg', 'start': 9, 'end': 13}], 'Erik Snowberg']","[['Erik Snowberg', 'PERSON']]",Erik Snowberg,TRUE,,Erik,,Snowberg,,
72,72,University of British Columbia,Economics,Felipe Valencia Caicedo,Assistant Professor,PhD,Universitat Pompeu Fabra,2015,0,7,4,4,2022,0.363636364,0.571428571,10,,,,,47,Universitat Pompeu Fabra,100,77,"Universitat Pompeu Fabra, Barcelona School of Economics (BSE)",90,77,closest_use_2024,"['Felipe Valencia Caicedo', [{'entity': 'B-PER', 'score': 0.9981668, 'index': 1, 'word': 'Felipe', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9990633, 'index': 2, 'word': 'Valencia', 'start': 7, 'end': 15}, {'entity': 'I-PER', 'score': 0.90893376, 'index': 3, 'word': 'C', 'start': 16, 'end': 17}, {'entity': 'I-PER', 'score': 0.46692726, 'index': 4, 'word': '##aic', 'start': 17, 'end': 20}, {'entity': 'I-PER', 'score': 0.6211513, 'index': 5, 'word': '##ed', 'start': 20, 'end': 22}, {'entity': 'I-PER', 'score': 0.92981696, 'index': 6, 'word': '##o', 'start': 22, 'end': 23}], 'Felipe Valencia Caicedo']","[['Valencia Caicedo', 'PERSON']]",Felipe Valencia Caicedo,TRUE,,Felipe,Valencia,Caicedo,,
73,73,University of British Columbia,Economics,Florian Hoffmann,Associate Professor,PhD,Toronto,2010,2,-1,8,,2021,,0.727272727,2,8,,,,52,University of Toronto,90,58,University of Toronto,90,52,closest_use_2005,"['Florian Hoffmann', [{'entity': 'B-PER', 'score': 0.9972053, 'index': 1, 'word': 'F', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.8890731, 'index': 2, 'word': '##lor', 'start': 1, 'end': 4}, {'entity': 'I-PER', 'score': 0.84093183, 'index': 3, 'word': '##ian', 'start': 4, 'end': 7}, {'entity': 'I-PER', 'score': 0.9993092, 'index': 4, 'word': 'Hoffmann', 'start': 8, 'end': 16}], 'Florian Hoffmann']","[['Florian Hoffmann', 'PERSON']]",Florian Hoffmann,TRUE,,Florian,,Hoffmann,,
74,74,University of British Columbia,Economics,Giovanni Gallipoli,Professor,PhD,University College London,2007,0,5,17,,2024,,1,12,,,,,85,"University College London, University of London",90,34,University College London (UCL),95,85,closest_use_2005,"['Giovanni Gallipoli', [{'entity': 'B-PER', 'score': 0.99788046, 'index': 1, 'word': 'Giovanni', 'start': 0, 'end': 8}, {'entity': 'I-PER', 'score': 0.9978259, 'index': 2, 'word': 'G', 'start': 9, 'end': 10}, {'entity': 'I-PER', 'score': 0.9565195, 'index': 3, 'word': '##all', 'start': 10, 'end': 13}, {'entity': 'I-PER', 'score': 0.9399685, 'index': 4, 'word': '##ip', 'start': 13, 'end': 15}, {'entity': 'I-PER', 'score': 0.9172176, 'index': 5, 'word': '##oli', 'start': 15, 'end': 18}], 'Giovanni Gallipoli']","[['Giovanni Gallipoli', 'PERSON']]",Giovanni Gallipoli,TRUE,,Giovanni,,Gallipoli,,
75,75,University of British Columbia,Economics,Gorkem Bostanci,Assistant Professor,PhD,Penn,2021,1,-1,2,6,2023,0.25,1,1,3,,,,26,University of Pennsylvania,90,25,University of Pennsylvania,90,25,closest_use_2024,"['Gorkem Bostanci', [{'entity': 'B-PER', 'score': 0.9712179, 'index': 1, 'word': 'Go', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.23737034, 'index': 2, 'word': '##rk', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.4091776, 'index': 3, 'word': '##em', 'start': 4, 'end': 6}, {'entity': 'I-PER', 'score': 0.9842981, 'index': 4, 'word': 'Bo', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.6150975, 'index': 5, 'word': '##stan', 'start': 9, 'end': 13}, {'entity': 'I-PER', 'score': 0.34053817, 'index': 6, 'word': '##ci', 'start': 13, 'end': 15}], 'Gorkem Bostanci']",[],Gorkem Bostanci,TRUE,,Gorkem,,Bostanci,,
76,76,University of British Columbia,Economics,Heather Sarsons,Associate Professor,PhD,Harvard,2018,1,-3,4,4,2022,0.5,1,3,,3,,,7,Harvard University,90,2,Harvard University,90,2,closest_use_2024,"['Heather Sarsons', [{'entity': 'B-PER', 'score': 0.9988826, 'index': 1, 'word': 'Heather', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.9993862, 'index': 2, 'word': 'Sa', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.98464864, 'index': 3, 'word': '##rson', 'start': 10, 'end': 14}, {'entity': 'I-PER', 'score': 0.9502436, 'index': 4, 'word': '##s', 'start': 14, 'end': 15}], 'Heather Sarsons']",[],Heather Sarsons,TRUE,,Heather,,Sarsons,,
77,77,University of British Columbia,Economics,Henry Siu,Professor,PhD,Northwestern,2002,0,2,15,,2020,,0.833333333,,,6,,,22,Northwestern University,90,39,Northwestern University,90,22,closest_use_2005,"['Henry Siu', [{'entity': 'B-PER', 'score': 0.9991912, 'index': 1, 'word': 'Henry', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9992743, 'index': 2, 'word': 'Si', 'start': 6, 'end': 8}, {'entity': 'I-PER', 'score': 0.9873978, 'index': 3, 'word': '##u', 'start': 8, 'end': 9}], 'Henry Siu']","[['Henry Siu', 'PERSON']]",Henry Siu,TRUE,,Henry,,Siu,,
78,78,University of British Columbia,Economics,Hiro Kasahara,Professor,PhD,Wisconsin,2002,0,6,22,,2024,,1,,7,,,,30,University of Wisconsin,90,52,University of Wisconsin-Madison,90,30,closest_use_2005,"['Hiro Kasahara', [{'entity': 'B-PER', 'score': 0.99795806, 'index': 1, 'word': 'Hi', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.8682666, 'index': 2, 'word': '##ro', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.9993187, 'index': 3, 'word': 'Ka', 'start': 5, 'end': 7}, {'entity': 'I-PER', 'score': 0.9884636, 'index': 4, 'word': '##sa', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.9585299, 'index': 5, 'word': '##hara', 'start': 9, 'end': 13}], 'Hiro Kasahara']","[['Hiro Kasahara', 'PERSON']]",Hiro Kasahara,TRUE,,Hiro,,Kasahara,,
79,79,University of British Columbia,Economics,Jamie McCasland,Assistant Professor,PhD,Berkeley,2015,0,6,5,6,2023,0.357142857,0.625,4,5,,,,10,Berkeley,100,8,University of California-Berkeley,90,8,closest_use_2024,"['Jamie McCasland', [{'entity': 'B-PER', 'score': 0.9994117, 'index': 1, 'word': 'Jamie', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9992409, 'index': 2, 'word': 'M', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.9627014, 'index': 3, 'word': '##c', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.9924401, 'index': 4, 'word': '##C', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.73860306, 'index': 5, 'word': '##as', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.8390755, 'index': 6, 'word': '##land', 'start': 11, 'end': 15}], 'Jamie McCasland']","[['Jamie McCasland', 'PERSON']]",Jamie McCasland,TRUE,,Jamie,,McCasland,,
80,80,University of British Columbia,Economics,Jesse Perla,Associate Professor,PhD,New York University,2013,0,1,5,,2021,,0.625,5,4,,2,online textbooks,4,New York University,100,18,New York University (NYU),95,4,closest_use_2005,"['Jesse Perla', [{'entity': 'B-PER', 'score': 0.99824274, 'index': 1, 'word': 'Jesse', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9991326, 'index': 2, 'word': 'Per', 'start': 6, 'end': 9}, {'entity': 'I-PER', 'score': 0.98199606, 'index': 3, 'word': '##la', 'start': 9, 'end': 11}], 'Jesse Perla']","[['Jesse Perla', 'PERSON']]",Jesse Perla,TRUE,,Jesse,,Perla,,
81,81,University of British Columbia,Economics,Katherine Wagner,Assistant Professor,PhD,Yale,2020,1,-4,5,5,2023,0.625,1.666666667,2,,,,,14,Yale University,90,23,Yale University,90,23,closest_use_2024,"['Katherine Wagner', [{'entity': 'B-PER', 'score': 0.9981002, 'index': 1, 'word': 'Katherine', 'start': 0, 'end': 9}, {'entity': 'I-PER', 'score': 0.9952407, 'index': 2, 'word': 'Wagner', 'start': 10, 'end': 16}], 'Katherine Wagner']","[['Katherine Wagner', 'PERSON']]",Katherine Wagner,TRUE,,Katherine,,Wagner,,
82,82,University of British Columbia,Economics,Kevin Milligan,"Professor | Director, Vancouver School of Economics",PhD,Toronto,2001,0,1,38,5,2021,1.52,1.9,11,,42,,,52,University of Toronto,90,58,University of Toronto,90,52,closest_use_2005,"['Kevin Milligan', [{'entity': 'B-PER', 'score': 0.9992568, 'index': 1, 'word': 'Kevin', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.99947387, 'index': 2, 'word': 'Mill', 'start': 6, 'end': 10}, {'entity': 'I-PER', 'score': 0.99559194, 'index': 3, 'word': '##igan', 'start': 10, 'end': 14}], 'Kevin Milligan']","[['Kevin Milligan', 'PERSON']]",Kevin Milligan,TRUE,,Kevin,,Milligan,,
83,83,University of British Columbia,Economics,Kevin Song,Professor,PhD,Yale,2005,0,1,25,3,2022,1.25,1.470588235,6,,,,,14,Yale University,90,23,Yale University,90,14,closest_use_2005,"['Kevin Song', [{'entity': 'B-PER', 'score': 0.9987375, 'index': 1, 'word': 'Kevin', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.99787676, 'index': 2, 'word': 'Song', 'start': 6, 'end': 10}], 'Kevin Song']","[['Kevin Song', 'PERSON']]",Kevin Song,TRUE,,Kevin,,Song,,
84,84,University of British Columbia,Economics,Li Hao,Professor,PhD,Chicago,1995,0,3,20,7,2012,0.833333333,1.176470588,7,9,1,,,13,University of Chicago,90,6,University of Chicago,90,13,closest_use_2005,"['Li Hao', [{'entity': 'B-PER', 'score': 0.98098195, 'index': 1, 'word': 'Li', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.9835919, 'index': 2, 'word': 'Ha', 'start': 3, 'end': 5}, {'entity': 'I-PER', 'score': 0.6274336, 'index': 3, 'word': '##o', 'start': 5, 'end': 6}], 'Li Hao']","[['Li Hao', 'PERSON']]",Li Hao,TRUE,,Li,,Hao,,
85,85,University of British Columbia,Economics,Marit Rehavi,Associate Professor,PhD,Berkeley,2008,1,-4,9,5,2021,0.5,0.692307692,,4,,,interesting paper,10,Berkeley,100,8,University of California-Berkeley,90,10,closest_use_2005,"['Marit Rehavi', [{'entity': 'B-PER', 'score': 0.99404824, 'index': 1, 'word': 'Mari', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.8220125, 'index': 2, 'word': '##t', 'start': 4, 'end': 5}, {'entity': 'I-PER', 'score': 0.9990441, 'index': 3, 'word': 'Re', 'start': 6, 'end': 8}, {'entity': 'I-PER', 'score': 0.9202216, 'index': 4, 'word': '##ha', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.8927839, 'index': 5, 'word': '##vi', 'start': 10, 'end': 12}], 'Marit Rehavi']",[],Marit Rehavi,TRUE,,Marit,,Rehavi,,
86,86,University of British Columbia,Economics,Matt Lowe,Assistant Professor,PhD,Massachusetts Institute of Technology,2018,1,0,3,6,2024,0.25,0.5,8,3,,,,8,Massachusetts Institute of Technology,100,4,Massachusetts Institute of Technology (MIT),95,4,closest_use_2024,"['Matt Lowe', [{'entity': 'B-PER', 'score': 0.99866676, 'index': 1, 'word': 'Matt', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.99908817, 'index': 2, 'word': 'Lowe', 'start': 5, 'end': 9}], 'Matt Lowe']","[['Matt Lowe', 'PERSON']]",Matt Lowe,TRUE,,Matt,,Lowe,,
87,87,University of British Columbia,Economics,Mauricio Drelichman,Professor | Director of Undergraduate Studies (Faculty and Academic),PhD,Northwestern,2003,0,2,12,5,2021,0.52173913,0.666666667,,4,1,1,,22,Northwestern University,90,39,Northwestern University,90,22,closest_use_2005,"['Mauricio Drelichman', [{'entity': 'B-PER', 'score': 0.9986481, 'index': 1, 'word': 'Ma', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.95077866, 'index': 2, 'word': '##uri', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.92624456, 'index': 3, 'word': '##cio', 'start': 5, 'end': 8}, {'entity': 'I-PER', 'score': 0.9992279, 'index': 4, 'word': 'Dr', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.99617237, 'index': 5, 'word': '##eli', 'start': 11, 'end': 14}, {'entity': 'I-PER', 'score': 0.978754, 'index': 6, 'word': '##ch', 'start': 14, 'end': 16}, {'entity': 'I-PER', 'score': 0.9785606, 'index': 7, 'word': '##man', 'start': 16, 'end': 19}], 'Mauricio Drelichman']","[['Mauricio Drelichman', 'PERSON']]",Mauricio Drelichman,TRUE,,Mauricio,,Drelichman,,
88,88,University of British Columbia,Economics,Michael Devereux,Professor (on leave),PhD,Queens University,1985,0,2,135,5,2024,3.068181818,3.461538462,2,3,,,,,,,98,Queen's University,97,98,closest_use_2024,"['Michael Devereux', [{'entity': 'B-PER', 'score': 0.9992895, 'index': 1, 'word': 'Michael', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.99943095, 'index': 2, 'word': 'Dev', 'start': 8, 'end': 11}, {'entity': 'I-PER', 'score': 0.98258936, 'index': 3, 'word': '##ere', 'start': 11, 'end': 14}, {'entity': 'I-PER', 'score': 0.99239105, 'index': 4, 'word': '##ux', 'start': 14, 'end': 16}], 'Michael Devereux']","[['Michael Devereux', 'PERSON']]",Michael Devereux,TRUE,,Michael,,Devereux,,
89,89,University of British Columbia,Economics,Michael Peters,Professor,PhD,Queens University,1980,0,1,38,3,2013,1.055555556,1.151515152,3,,2,,,,,,98,Queen's University,97,98,closest_use_2024,"['Michael Peters', [{'entity': 'B-PER', 'score': 0.9990877, 'index': 1, 'word': 'Michael', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.99860543, 'index': 2, 'word': 'Peters', 'start': 8, 'end': 14}], 'Michael Peters']","[['Michael Peters', 'PERSON']]",Michael Peters,TRUE,,Michael,,Peters,,
90,90,University of British Columbia,Economics,Michal Szkup,Associate Professor,PhD,New York University,2014,0,1,7,6,2022,0.5,0.875,4,4,,,,4,New York University,100,18,New York University (NYU),95,4,closest_use_2005,"['Michal Szkup', [{'entity': 'B-PER', 'score': 0.998314, 'index': 1, 'word': 'Mi', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.9306627, 'index': 2, 'word': '##chal', 'start': 2, 'end': 6}, {'entity': 'I-PER', 'score': 0.99941134, 'index': 3, 'word': 'S', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.98672986, 'index': 4, 'word': '##z', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.93062353, 'index': 5, 'word': '##ku', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.9728793, 'index': 6, 'word': '##p', 'start': 11, 'end': 12}], 'Michal Szkup']",[],Michal Szkup,TRUE,,Michal,,Szkup,,
91,91,University of British Columbia,Economics,Munir Squires,Assistant Professor,PhD,London School of Economics,2017,0,4,7,7,2024,0.5,1,,,,,,14,"London School of Economics and Political Science LSE, University of London",90,3,London School of Economics (LSE),95,3,closest_use_2024,"['Munir Squires', [{'entity': 'B-PER', 'score': 0.99911314, 'index': 1, 'word': 'Mu', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.87622535, 'index': 2, 'word': '##nir', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.9994629, 'index': 3, 'word': 'S', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.9961218, 'index': 4, 'word': '##quire', 'start': 7, 'end': 12}, {'entity': 'I-PER', 'score': 0.96345276, 'index': 5, 'word': '##s', 'start': 12, 'end': 13}], 'Munir Squires']",[],Munir Squires,TRUE,,Munir,,Squires,,
92,92,University of British Columbia,Economics,Nathan Nunn,Professor,PhD,Toronto,2005,0,2,37,5,2024,1.541666667,1.947368421,8,,,1,,52,University of Toronto,90,58,University of Toronto,90,52,closest_use_2005,"['Nathan Nunn', [{'entity': 'B-PER', 'score': 0.99878687, 'index': 1, 'word': 'Nathan', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9994492, 'index': 2, 'word': 'N', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.9908207, 'index': 3, 'word': '##un', 'start': 8, 'end': 10}, {'entity': 'I-PER', 'score': 0.8678173, 'index': 4, 'word': '##n', 'start': 10, 'end': 11}], 'Nathan Nunn']","[['Nathan Nunn', 'PERSON']]",Nathan Nunn,TRUE,,Nathan,,Nunn,,
93,93,University of British Columbia,Economics,Nicole Fortin,Professor,PhD,University of British Columbia,1988,0,2,31,7,2023,0.738095238,0.885714286,11,,,,,67,University of British Columbia,100,49,University of British Columbia,100,67,closest_use_2005,"['Nicole Fortin', [{'entity': 'B-PER', 'score': 0.9988281, 'index': 1, 'word': 'Nicole', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9991359, 'index': 2, 'word': 'Fort', 'start': 7, 'end': 11}, {'entity': 'I-PER', 'score': 0.9746909, 'index': 3, 'word': '##in', 'start': 11, 'end': 13}], 'Nicole Fortin']","[['Nicole Fortin', 'PERSON']]",Nicole Fortin,TRUE,,Nicole,,Fortin,,
94,94,University of British Columbia,Economics,Patrick Baylis,Assistant Professor,PhD,Berkeley,2016,0,1,10,,2022,,1.666666667,3,,,,,10,Berkeley,100,8,University of California-Berkeley,90,8,closest_use_2024,"['Patrick Baylis', [{'entity': 'B-PER', 'score': 0.9994899, 'index': 1, 'word': 'Patrick', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.99952483, 'index': 2, 'word': 'Bay', 'start': 8, 'end': 11}, {'entity': 'I-PER', 'score': 0.9917446, 'index': 3, 'word': '##lis', 'start': 11, 'end': 14}], 'Patrick Baylis']","[['Patrick Baylis', 'PERSON']]",Patrick Baylis,TRUE,,Patrick,,Baylis,,
95,95,University of British Columbia,Economics,Patrick Francois,Professor (on leave),PhD,University of British Columbia,1995,5,-5,38,,2022,,1.407407407,5,,,1,,67,University of British Columbia,100,49,University of British Columbia,100,67,closest_use_2005,"['Patrick Francois', [{'entity': 'B-PER', 'score': 0.9994106, 'index': 1, 'word': 'Patrick', 'start': 0, 'end': 7}, {'entity': 'I-PER', 'score': 0.99942493, 'index': 2, 'word': 'Franco', 'start': 8, 'end': 14}, {'entity': 'I-PER', 'score': 0.9980799, 'index': 3, 'word': '##is', 'start': 14, 'end': 16}], 'Patrick Francois']","[['Patrick Francois', 'PERSON']]",Patrick Francois,TRUE,,Patrick,,Francois,,
96,96,University of British Columbia,Economics,Paul Beaudry,Professor,PhD,Princeton,1989,0,2,66,5,2022,,2,8,,,,,3,Princeton University,90,10,Princeton University,90,3,closest_use_2005,"['Paul Beaudry', [{'entity': 'B-PER', 'score': 0.99928325, 'index': 1, 'word': 'Paul', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.9990583, 'index': 2, 'word': 'Beau', 'start': 5, 'end': 9}, {'entity': 'I-PER', 'score': 0.95996046, 'index': 3, 'word': '##dr', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.9433706, 'index': 4, 'word': '##y', 'start': 11, 'end': 12}], 'Paul Beaudry']","[['Paul Beaudry', 'PERSON']]",Paul Beaudry,TRUE,,Paul,,Beaudry,,
97,97,University of British Columbia,Economics,Paul Schrimpf,Associate Professor,PhD,Massachusetts Institute of Technology,2011,1,-1,8,6,2021,,0.8,3,,,,,8,Massachusetts Institute of Technology,100,4,Massachusetts Institute of Technology (MIT),95,8,closest_use_2005,"['Paul Schrimpf', [{'entity': 'B-PER', 'score': 0.998899, 'index': 1, 'word': 'Paul', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.999131, 'index': 2, 'word': 'Sc', 'start': 5, 'end': 7}, {'entity': 'I-PER', 'score': 0.9485256, 'index': 3, 'word': '##hr', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.4340521, 'index': 4, 'word': '##im', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.47667506, 'index': 5, 'word': '##pf', 'start': 11, 'end': 13}], 'Paul Schrimpf']","[['Paul Schrimpf', 'PERSON']]",Paul Schrimpf,TRUE,,Paul,,Schrimpf,,
98,98,University of British Columbia,Economics,Philip Solimine,Postdoctoral Fellow,,,,,,,,,,,,,,,,,,,,,,,,"['Philip Solimine', [{'entity': 'B-PER', 'score': 0.9991227, 'index': 1, 'word': 'Philip', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.99914706, 'index': 2, 'word': 'Sol', 'start': 7, 'end': 10}, {'entity': 'I-PER', 'score': 0.97633004, 'index': 3, 'word': '##im', 'start': 10, 'end': 12}, {'entity': 'I-PER', 'score': 0.97430307, 'index': 4, 'word': '##ine', 'start': 12, 'end': 15}], 'Philip Solimine']","[['Philip Solimine', 'PERSON']]",Philip Solimine,TRUE,,Philip,,Solimine,,
99,99,University of British Columbia,Economics,Raffaele Saggio,Assistant Professor,PhD,Berkeley,2018,0,2,6,6,2023,,1.2,,,,,,10,Berkeley,100,8,University of California-Berkeley,90,8,closest_use_2024,"['Raffaele Saggio', [{'entity': 'B-PER', 'score': 0.9959228, 'index': 1, 'word': 'Ra', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.7100571, 'index': 2, 'word': '##ff', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.9586695, 'index': 3, 'word': '##ael', 'start': 4, 'end': 7}, {'entity': 'I-PER', 'score': 0.9766441, 'index': 4, 'word': '##e', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.9991979, 'index': 5, 'word': 'Sa', 'start': 9, 'end': 11}, {'entity': 'I-PER', 'score': 0.993622, 'index': 6, 'word': '##ggio', 'start': 11, 'end': 15}], 'Raffaele Saggio']","[['Raffaele Saggio', 'PERSON']]",Raffaele Saggio,TRUE,,Raffaele,,Saggio,,
100,100,University of British Columbia,Economics,Reka Juhasz,Assistant Professor,PhD,London School of Economics,2015,0,3,5,5,2024,,0.555555556,4,,,,best paper 2015; published 2018,14,"London School of Economics and Political Science LSE, University of London",90,3,London School of Economics (LSE),95,3,closest_use_2024,"['Reka Juhasz', [{'entity': 'B-PER', 'score': 0.9954946, 'index': 1, 'word': 'Re', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.74250734, 'index': 2, 'word': '##ka', 'start': 2, 'end': 4}, {'entity': 'I-PER', 'score': 0.9989256, 'index': 3, 'word': 'Ju', 'start': 5, 'end': 7}, {'entity': 'I-PER', 'score': 0.9595988, 'index': 4, 'word': '##has', 'start': 7, 'end': 10}, {'entity': 'I-PER', 'score': 0.95142394, 'index': 5, 'word': '##z', 'start': 10, 'end': 11}], 'Reka Juhasz']","[['Reka Juhasz', 'PERSON']]",Reka Juhasz,TRUE,,Reka,,Juhasz,,
101,101,University of British Columbia,Economics,Sam Hwang,Assistant Professor,PhD,Chicago,2015,0,4,6,6,2023,,0.75,1,2,,,,13,University of Chicago,90,6,University of Chicago,90,6,closest_use_2024,"['Sam Hwang', [{'entity': 'B-PER', 'score': 0.9944013, 'index': 1, 'word': 'Sam', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.997912, 'index': 2, 'word': 'H', 'start': 4, 'end': 5}, {'entity': 'I-PER', 'score': 0.98826957, 'index': 3, 'word': '##wang', 'start': 5, 'end': 9}], 'Sam Hwang']","[['Sam Hwang', 'PERSON']]",Sam Hwang,TRUE,,Sam,,Hwang,,
102,102,University of British Columbia,Economics,Sam Norris,Assistant Professor,PhD,Northwestern,2018,3,-4,7,6,2024,,1.166666667,6,,,,,22,Northwestern University,90,39,Northwestern University,90,39,closest_use_2024,"['Sam Norris', [{'entity': 'B-PER', 'score': 0.9985744, 'index': 1, 'word': 'Sam', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.99894947, 'index': 2, 'word': 'Norris', 'start': 4, 'end': 10}], 'Sam Norris']","[['Sam Norris', 'PERSON']]",Sam Norris,TRUE,,Sam,,Norris,,
103,103,University of British Columbia,Economics,Sergei Severinov,Associate Professor,PhD,Stanford,1998,1,-1,12,5,2013,,0.8,3,6,,,,9,Stanford University,90,12,Stanford University,90,9,closest_use_2005,"['Sergei Severinov', [{'entity': 'B-PER', 'score': 0.9985703, 'index': 1, 'word': 'Sergei', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9992132, 'index': 2, 'word': 'Se', 'start': 7, 'end': 9}, {'entity': 'I-PER', 'score': 0.9351987, 'index': 3, 'word': '##ver', 'start': 9, 'end': 12}, {'entity': 'I-PER', 'score': 0.9393334, 'index': 4, 'word': '##ino', 'start': 12, 'end': 15}, {'entity': 'I-PER', 'score': 0.79737246, 'index': 5, 'word': '##v', 'start': 15, 'end': 16}], 'Sergei Severinov']",[],Sergei Severinov,TRUE,,Sergei,,Severinov,,
104,104,University of British Columbia,Economics,Siwan Anderson,Professor,PhD,University of British Columbia,1999,1,-1,21,,2023,,0.875,,,,,,67,University of British Columbia,100,49,University of British Columbia,100,67,closest_use_2005,"['Siwan Anderson', [{'entity': 'B-PER', 'score': 0.99779475, 'index': 1, 'word': 'Si', 'start': 0, 'end': 2}, {'entity': 'I-PER', 'score': 0.48131642, 'index': 2, 'word': '##wan', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.9988833, 'index': 3, 'word': 'Anderson', 'start': 6, 'end': 14}], 'Siwan Anderson']","[['Anderson', 'PERSON']]",Siwan Anderson,TRUE,,Siwan,,Anderson,,
105,105,University of British Columbia,Economics,Terry Moon,Assistant Professor,PhD,Princeton,2019,0,3,2,4,2024,,0.4,5,,,,,3,Princeton University,90,10,Princeton University,90,10,closest_use_2024,"['Terry Moon', [{'entity': 'B-PER', 'score': 0.9982432, 'index': 1, 'word': 'Terry', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.998738, 'index': 2, 'word': 'Moon', 'start': 6, 'end': 10}], 'Terry Moon']","[['Terry Moon', 'PERSON']]",Terry Moon,TRUE,,Terry,,Moon,,
